ID1,ID2,N_SNP,HetHet,IBS0,Kinship
Nbusc22_03,Nbusc22_04,49476,0.1105,0.0047,0.2055
Nbusc22_03,Nbusc22_05,50672,0.1088,0.0050,0.1998
Nbusc22_04,Nbusc22_05,49372,0.1338,0.0101,0.2285
Nbusc22_06,Nbusc22_07,51085,0.1113,0.0055,0.2007
Nbusc22_06,Nbusc22_08,51343,0.1120,0.0051,0.2042
Nbusc22_07,Nbusc22_08,50945,0.1345,0.0135,0.2124
Nbusc22_09,Nbusc22_10,45236,0.1095,0.0036,0.1925
Nbusc22_09,Nbusc22_11,46442,0.1521,0.0077,0.2596
Nbusc22_09,Nbusc22_12,46558,0.1350,0.0097,0.2211
Nbusc22_09,Nbusc22_16,45820,0.1196,0.0055,0.2098
Nbusc22_10,Nbusc22_11,44591,0.1075,0.0041,0.1865
Nbusc22_10,Nbusc22_12,45024,0.1061,0.0043,0.1929
Nbusc22_11,Nbusc22_12,45953,0.1454,0.0110,0.2366
Nbusc22_11,Nbusc22_16,44984,0.1181,0.0060,0.2047
Nbusc22_12,Nbusc22_16,45205,0.1104,0.0053,0.1978
Nbusc22_15,Nbusc22_18,47517,0.1413,0.0052,0.2321
Nbusc22_15,Nbusc22_19,46983,0.1420,0.0052,0.2339
Nbusc22_15,Nbusc22_20,45700,0.1337,0.0049,0.2256
Nbusc22_15,Nbusc22_21,47580,0.1452,0.0117,0.2221
Nbusc22_15,Nbusc22_24,46311,0.1391,0.0051,0.2268
Nbusc22_15,Nbusc22_25,45682,0.1360,0.0043,0.2258
Nbusc22_15,Nbusc22_27,44647,0.1189,0.0230,0.1270
Nbusc22_15,Nbusc22_30,44022,0.1011,0.0178,0.1078
Nbusc22_16,Nbusc22_17,45589,0.0947,0.0220,0.0952
Nbusc22_17,Nbusc22_18,47729,0.1208,0.0050,0.1865
Nbusc22_17,Nbusc22_19,46738,0.1184,0.0075,0.1740
Nbusc22_18,Nbusc22_19,47196,0.1529,0.0112,0.2285
Nbusc22_18,Nbusc22_20,45867,0.1220,0.0247,0.1246
Nbusc22_18,Nbusc22_21,47741,0.1239,0.0208,0.1378
Nbusc22_18,Nbusc22_24,46632,0.1270,0.0167,0.1618
Nbusc22_18,Nbusc22_25,45863,0.1260,0.0163,0.1635
Nbusc22_18,Nbusc22_27,45155,0.1178,0.0275,0.0994
Nbusc22_19,Nbusc22_20,45302,0.1257,0.0151,0.1678
Nbusc22_19,Nbusc22_21,47021,0.1277,0.0191,0.1556
Nbusc22_19,Nbusc22_24,46009,0.1261,0.0209,0.1430
Nbusc22_19,Nbusc22_25,45361,0.1263,0.0171,0.1608
Nbusc22_19,Nbusc22_27,44652,0.1232,0.0203,0.1376
Nbusc22_20,Nbusc22_21,45868,0.1212,0.0198,0.1453
Nbusc22_20,Nbusc22_23,45989,0.1194,0.0048,0.1952
Nbusc22_20,Nbusc22_24,45159,0.1574,0.0108,0.2373
Nbusc22_20,Nbusc22_25,44516,0.1590,0.0101,0.2451
Nbusc22_21,Nbusc22_24,46476,0.1238,0.0210,0.1358
Nbusc22_21,Nbusc22_25,45725,0.1177,0.0210,0.1287
Nbusc22_21,Nbusc22_27,44948,0.1227,0.0183,0.1551
Nbusc22_21,Nbusc22_30,44536,0.1027,0.0181,0.1133
Nbusc22_22,Nbusc22_27,44234,0.1023,0.0176,0.1253
Nbusc22_23,Nbusc22_24,46668,0.1249,0.0050,0.1955
Nbusc22_23,Nbusc22_25,46117,0.1171,0.0059,0.1837
Nbusc22_24,Nbusc22_25,45186,0.1627,0.0070,0.2612
Nbusc22_24,Nbusc22_32,45877,0.1149,0.0289,0.0928
Nbusc22_27,Nbusc22_30,42215,0.1002,0.0222,0.1005
Nbusc22_03,Nbusc22_49,45241,0.0986,0.0203,0.1150
Nbusc22_05,Nbusc22_39,44495,0.0877,0.0187,0.0926
Nbusc22_20,Nbusc22_65,44739,0.1133,0.0277,0.1012
Nbusc22_24,Nbusc22_65,45432,0.1153,0.0288,0.0928
Nbusc22_25,Nbusc22_64,45278,0.1120,0.0276,0.0964
Nbusc22_25,Nbusc22_65,44931,0.1139,0.0286,0.0976
Nbusc22_26,Nbusc22_42,46407,0.1315,0.0120,0.1836
Nbusc22_26,Nbusc22_43,45293,0.1264,0.0153,0.1646
Nbusc22_26,Nbusc22_44,46123,0.1404,0.0090,0.2160
Nbusc22_26,Nbusc22_45,45960,0.1317,0.0106,0.1920
Nbusc22_26,Nbusc22_46,45161,0.1479,0.0124,0.2168
Nbusc22_26,Nbusc22_47,44849,0.1159,0.0063,0.1745
Nbusc22_26,Nbusc22_53,44850,0.1461,0.0142,0.2090
Nbusc22_26,Nbusc22_54,45834,0.1218,0.0167,0.1540
Nbusc22_26,Nbusc22_55,45957,0.1022,0.0200,0.0933
Nbusc22_26,Nbusc22_59,46328,0.1113,0.0148,0.1333
Nbusc22_26,Nbusc22_60,46503,0.1302,0.0147,0.1763
Nbusc22_26,Nbusc22_64,46442,0.1407,0.0151,0.1920
Nbusc22_32,Nbusc22_34,45327,0.1122,0.0057,0.1780
Nbusc22_32,Nbusc22_36,44980,0.1121,0.0059,0.1725
Nbusc22_32,Nbusc22_37,44790,0.1075,0.0051,0.1687
Nbusc22_32,Nbusc22_40,44707,0.1142,0.0050,0.1826
Nbusc22_32,Nbusc22_41,46267,0.1163,0.0064,0.1861
Nbusc22_32,Nbusc22_46,45564,0.1105,0.0290,0.0928
Nbusc22_32,Nbusc22_48,44984,0.1143,0.0049,0.1865
Nbusc22_32,Nbusc22_65,46005,0.1206,0.0256,0.1229
Nbusc22_33,Nbusc22_34,44625,0.1030,0.0041,0.1971
Nbusc22_33,Nbusc22_40,44079,0.1047,0.0055,0.1928
Nbusc22_04,Nbusc23_08,47347,0.1165,0.0051,0.2101
Nbusc22_04,Nbusc23_09,47187,0.1005,0.0217,0.1142
Nbusc22_04,Nbusc23_10,47442,0.0928,0.0210,0.1013
Nbusc22_05,Nbusc23_08,48511,0.1163,0.0047,0.2098
Nbusc22_05,Nbusc23_09,48365,0.1050,0.0183,0.1363
Nbusc22_09,Nbusc23_12,43902,0.0945,0.0229,0.0884
Nbusc22_16,Nbusc23_12,42930,0.1081,0.0158,0.1492
Nbusc22_26,Nbusc23_04,46440,0.1142,0.0147,0.1437
Nbusc22_26,Nbusc23_13,46040,0.1034,0.0185,0.1038
Nbusc22_26,Nbusc23_19,46301,0.1031,0.0170,0.1037
Nbusc22_26,Nbusc23_30,46274,0.1225,0.0215,0.1373
Nbusc22_33,Nbusc23_14,44996,0.0892,0.0213,0.0941
Nbusc22_02,Nbusc23_34,47203,0.1405,0.0078,0.2491
Nbusc22_02,Nbusc23_39,49383,0.1086,0.0156,0.1191
Nbusc22_11,Nbusc23_46,45800,0.1024,0.0221,0.1016
Nbusc22_14,Nbusc23_49,47882,0.1395,0.0137,0.2065
Nbusc22_16,Nbusc23_46,45375,0.1105,0.0184,0.1427
Nbusc22_18,Nbusc23_39,48184,0.1167,0.0317,0.0909
Nbusc22_20,Nbusc23_39,45905,0.1178,0.0321,0.0887
Nbusc22_24,Nbusc23_39,46730,0.1173,0.0308,0.0946
Nbusc22_25,Nbusc23_39,46015,0.1167,0.0290,0.1005
Nbusc22_34,Nbusc22_36,43511,0.0985,0.0171,0.1284
Nbusc22_34,Nbusc22_37,43320,0.0913,0.0227,0.0887
Nbusc22_34,Nbusc22_40,43592,0.1419,0.0065,0.2662
Nbusc22_34,Nbusc22_41,44666,0.1045,0.0132,0.1511
Nbusc22_34,Nbusc22_48,43667,0.1043,0.0151,0.1428
Nbusc22_35,Nbusc22_36,43698,0.1054,0.0045,0.1954
Nbusc22_35,Nbusc22_37,43090,0.1085,0.0048,0.2042
Nbusc22_36,Nbusc22_37,43545,0.1242,0.0096,0.2211
Nbusc22_36,Nbusc22_41,44435,0.0975,0.0222,0.0924
Nbusc22_36,Nbusc22_48,43892,0.0952,0.0199,0.1003
Nbusc22_40,Nbusc22_41,44202,0.1067,0.0149,0.1473
Nbusc22_40,Nbusc22_48,43428,0.1037,0.0166,0.1350
Nbusc22_41,Nbusc22_48,44711,0.1321,0.0101,0.2203
Nbusc22_42,Nbusc22_43,46310,0.1520,0.0084,0.2622
Nbusc22_42,Nbusc22_44,47155,0.1490,0.0097,0.2484
Nbusc22_42,Nbusc22_45,47112,0.1362,0.0118,0.2174
Nbusc22_42,Nbusc22_46,46111,0.1178,0.0175,0.1432
Nbusc22_42,Nbusc22_47,45636,0.1171,0.0054,0.2090
Nbusc22_42,Nbusc22_53,45644,0.1223,0.0143,0.1630
Nbusc22_42,Nbusc22_54,46701,0.0999,0.0198,0.0961
Nbusc22_42,Nbusc22_55,46847,0.0980,0.0226,0.0975
Nbusc22_42,Nbusc22_57,47280,0.1027,0.0193,0.1222
Nbusc22_42,Nbusc22_58,47087,0.1006,0.0188,0.1159
Nbusc22_42,Nbusc22_59,47094,0.1097,0.0193,0.1357
Nbusc22_42,Nbusc22_63,47567,0.0990,0.0225,0.1014
Nbusc22_42,Nbusc22_64,47200,0.1136,0.0180,0.1210
Nbusc22_43,Nbusc22_44,46061,0.1332,0.0102,0.2159
Nbusc22_43,Nbusc22_45,45958,0.1283,0.0107,0.2072
Nbusc22_43,Nbusc22_46,45230,0.1323,0.0098,0.2020
Nbusc22_43,Nbusc22_47,44873,0.1185,0.0046,0.2134
Nbusc22_43,Nbusc22_53,44934,0.1312,0.0112,0.1937
Nbusc22_43,Nbusc22_55,45789,0.1015,0.0176,0.1260
Nbusc22_43,Nbusc22_57,46115,0.1039,0.0183,0.1266
Nbusc22_43,Nbusc22_58,45923,0.1019,0.0166,0.1291
Nbusc22_43,Nbusc22_59,46199,0.1142,0.0148,0.1616
Nbusc22_43,Nbusc22_63,46634,0.0991,0.0175,0.1227
Nbusc22_43,Nbusc22_64,46302,0.1194,0.0169,0.1390
Nbusc22_44,Nbusc22_45,46951,0.1541,0.0058,0.2725
Nbusc22_44,Nbusc22_46,45879,0.1344,0.0120,0.1953
Nbusc22_44,Nbusc22_47,45573,0.1163,0.0055,0.2020
Nbusc22_44,Nbusc22_53,45274,0.1184,0.0162,0.1506
Nbusc22_44,Nbusc22_55,46528,0.1055,0.0166,0.1339
Nbusc22_44,Nbusc22_57,46769,0.0981,0.0238,0.0916
Nbusc22_44,Nbusc22_58,46693,0.1003,0.0166,0.1212
Nbusc22_44,Nbusc22_59,47078,0.1263,0.0127,0.1903
Nbusc22_44,Nbusc22_60,47005,0.1067,0.0178,0.1146
Nbusc22_44,Nbusc22_63,47371,0.0979,0.0175,0.1158
Nbusc22_44,Nbusc22_64,46943,0.1208,0.0157,0.1469
Nbusc22_45,Nbusc22_46,45803,0.1387,0.0067,0.2280
Nbusc22_45,Nbusc22_47,45433,0.1183,0.0057,0.2088
Nbusc22_45,Nbusc22_53,45214,0.1222,0.0168,0.1553
Nbusc22_45,Nbusc22_54,46260,0.1026,0.0213,0.0924
Nbusc22_45,Nbusc22_55,46430,0.0972,0.0210,0.1020
Nbusc22_45,Nbusc22_57,46730,0.1006,0.0235,0.1022
Nbusc22_45,Nbusc22_58,46589,0.0970,0.0220,0.0988
Nbusc22_45,Nbusc22_59,46940,0.1202,0.0132,0.1811
Nbusc22_45,Nbusc22_60,46885,0.1100,0.0141,0.1336
Nbusc22_45,Nbusc22_63,47195,0.0974,0.0193,0.1115
Nbusc22_45,Nbusc22_64,46761,0.1187,0.0177,0.1344
Nbusc22_46,Nbusc22_47,44675,0.1143,0.0058,0.1807
Nbusc22_46,Nbusc22_53,44625,0.1442,0.0132,0.2116
Nbusc22_46,Nbusc22_54,45366,0.1169,0.0250,0.1173
Nbusc22_46,Nbusc22_57,45929,0.1017,0.0177,0.1090
Nbusc22_46,Nbusc22_59,45955,0.1154,0.0146,0.1465
Nbusc22_46,Nbusc22_60,46002,0.1262,0.0156,0.1648
Nbusc22_46,Nbusc22_61,44633,0.1044,0.0261,0.0910
Nbusc22_46,Nbusc22_63,46348,0.0959,0.0195,0.0900
Nbusc22_46,Nbusc22_64,45895,0.1346,0.0147,0.1822
Nbusc22_47,Nbusc22_53,44297,0.1148,0.0067,0.1793
Nbusc22_47,Nbusc22_63,46202,0.1312,0.0118,0.2075
Nbusc22_49,Nbusc22_50,42968,0.1156,0.0045,0.2183
Nbusc22_49,Nbusc22_51,43668,0.1163,0.0048,0.1912
Nbusc22_49,Nbusc22_52,43496,0.1061,0.0057,0.1807
Nbusc22_50,Nbusc22_51,45451,0.1281,0.0115,0.1869
Nbusc22_50,Nbusc22_52,45368,0.1121,0.0095,0.1766
Nbusc22_50,Nbusc22_62,45399,0.1078,0.0048,0.1849
Nbusc22_51,Nbusc22_52,46134,0.1428,0.0157,0.2026
Nbusc22_51,Nbusc22_61,45379,0.1135,0.0174,0.1426
Nbusc22_51,Nbusc22_62,46124,0.1295,0.0052,0.2200
Nbusc22_52,Nbusc22_61,45326,0.1140,0.0203,0.1329
Nbusc22_52,Nbusc22_62,45964,0.1245,0.0041,0.2233
Nbusc22_53,Nbusc22_54,45049,0.1158,0.0225,0.1255
Nbusc22_53,Nbusc22_57,45841,0.1000,0.0196,0.0997
Nbusc22_53,Nbusc22_59,45614,0.1080,0.0231,0.1014
Nbusc22_53,Nbusc22_60,45747,0.1195,0.0241,0.1213
Nbusc22_53,Nbusc22_63,46032,0.0974,0.0193,0.0964
Nbusc22_53,Nbusc22_64,45616,0.1436,0.0182,0.1848
Nbusc22_54,Nbusc22_55,46685,0.1383,0.0132,0.1944
Nbusc22_54,Nbusc22_56,45938,0.1071,0.0052,0.1654
Nbusc22_54,Nbusc22_57,47110,0.1429,0.0144,0.1981
Nbusc22_54,Nbusc22_58,46980,0.1345,0.0100,0.1993
Nbusc22_54,Nbusc22_59,46711,0.1055,0.0184,0.1112
Nbusc22_54,Nbusc22_60,47108,0.1580,0.0121,0.2346
Nbusc22_54,Nbusc22_64,46657,0.1254,0.0192,0.1494
Nbusc22_55,Nbusc22_56,46066,0.1056,0.0039,0.1948
Nbusc22_55,Nbusc22_57,47304,0.1316,0.0131,0.2033
Nbusc22_55,Nbusc22_58,47249,0.1526,0.0054,0.2812
Nbusc22_55,Nbusc22_59,46981,0.0978,0.0200,0.1126
Nbusc22_55,Nbusc22_60,47207,0.1336,0.0109,0.1916
Nbusc22_56,Nbusc22_57,46402,0.1123,0.0046,0.2023
Nbusc22_56,Nbusc22_58,46240,0.1076,0.0046,0.1995
Nbusc22_56,Nbusc22_60,46363,0.1138,0.0064,0.1690
Nbusc22_57,Nbusc22_58,47383,0.1401,0.0114,0.2268
Nbusc22_57,Nbusc22_60,47582,0.1231,0.0165,0.1498
Nbusc22_58,Nbusc22_59,47019,0.0960,0.0192,0.1116
Nbusc22_58,Nbusc22_60,47402,0.1250,0.0122,0.1667
Nbusc22_59,Nbusc22_60,47468,0.1050,0.0163,0.1144
Nbusc22_59,Nbusc22_63,47906,0.1154,0.0057,0.2023
Nbusc22_59,Nbusc22_64,47347,0.1310,0.0145,0.1710
Nbusc22_60,Nbusc22_64,47371,0.1251,0.0195,0.1481
Nbusc22_61,Nbusc22_62,45480,0.1295,0.0047,0.2248
Nbusc22_61,Nbusc22_65,45341,0.1105,0.0266,0.0981
Nbusc22_63,Nbusc22_64,47885,0.1224,0.0053,0.1887
Nbusc22_39,Nbusc23_08,43109,0.1146,0.0125,0.1708
Nbusc22_39,Nbusc23_10,42915,0.0901,0.0206,0.0932
Nbusc22_42,Nbusc23_04,47344,0.1084,0.0198,0.1324
Nbusc22_42,Nbusc23_13,46988,0.0987,0.0220,0.1033
Nbusc22_42,Nbusc23_19,47158,0.1030,0.0182,0.1239
Nbusc22_42,Nbusc23_30,47425,0.1060,0.0171,0.1160
Nbusc22_43,Nbusc23_04,46027,0.1017,0.0194,0.1183
Nbusc22_43,Nbusc23_13,45781,0.0961,0.0237,0.0925
Nbusc22_43,Nbusc23_19,46277,0.1031,0.0167,0.1301
Nbusc22_43,Nbusc23_26,45615,0.0951,0.0215,0.0960
Nbusc22_43,Nbusc23_30,46183,0.1064,0.0141,0.1323
Nbusc22_44,Nbusc23_04,47064,0.1126,0.0163,0.1529
Nbusc22_44,Nbusc23_13,46535,0.1020,0.0211,0.1128
Nbusc22_44,Nbusc23_19,47050,0.1026,0.0154,0.1314
Nbusc22_44,Nbusc23_26,46206,0.0961,0.0224,0.0934
Nbusc22_44,Nbusc23_30,46956,0.1072,0.0197,0.1089
Nbusc22_45,Nbusc23_04,46901,0.1133,0.0165,0.1511
Nbusc22_45,Nbusc23_06,44883,0.0984,0.0234,0.0962
Nbusc22_45,Nbusc23_13,46532,0.1017,0.0220,0.1116
Nbusc22_45,Nbusc23_19,46829,0.1036,0.0150,0.1393
Nbusc22_45,Nbusc23_27,45404,0.1003,0.0211,0.1058
Nbusc22_45,Nbusc23_30,46815,0.1061,0.0174,0.1158
Nbusc22_46,Nbusc23_04,46041,0.1067,0.0148,0.1324
Nbusc22_46,Nbusc23_19,45982,0.1023,0.0154,0.1148
Nbusc22_46,Nbusc23_30,46107,0.1242,0.0181,0.1568
Nbusc22_47,Nbusc23_19,45999,0.1417,0.0064,0.2541
Nbusc22_47,Nbusc23_26,44990,0.1054,0.0149,0.1472
Nbusc22_47,Nbusc23_27,44513,0.1068,0.0128,0.1575
Nbusc22_53,Nbusc23_04,45787,0.1038,0.0215,0.1022
Nbusc22_53,Nbusc23_13,45413,0.0990,0.0209,0.0929
Nbusc22_53,Nbusc23_19,45742,0.1075,0.0155,0.1281
Nbusc22_53,Nbusc23_30,45832,0.1197,0.0194,0.1426
Nbusc22_54,Nbusc23_04,46809,0.1050,0.0187,0.1120
Nbusc22_54,Nbusc23_13,46884,0.1435,0.0077,0.2291
Nbusc22_54,Nbusc23_30,47224,0.1544,0.0174,0.2121
Nbusc22_55,Nbusc23_04,47056,0.1057,0.0176,0.1319
Nbusc22_55,Nbusc23_13,47236,0.1428,0.0100,0.2387
Nbusc22_55,Nbusc23_30,47334,0.1294,0.0134,0.1732
Nbusc22_56,Nbusc23_13,46076,0.1091,0.0046,0.1955
Nbusc22_56,Nbusc23_30,46530,0.1155,0.0062,0.1768
Nbusc22_57,Nbusc23_04,47422,0.1049,0.0181,0.1313
Nbusc22_57,Nbusc23_13,47307,0.1277,0.0133,0.1947
Nbusc22_57,Nbusc23_30,47968,0.1446,0.0101,0.2196
Nbusc22_58,Nbusc23_04,47204,0.1049,0.0155,0.1358
Nbusc22_58,Nbusc23_13,47190,0.1438,0.0083,0.2503
Nbusc22_58,Nbusc23_30,47675,0.1367,0.0112,0.1976
Nbusc22_59,Nbusc23_04,47361,0.1030,0.0175,0.1286
Nbusc22_59,Nbusc23_13,46881,0.0944,0.0215,0.1004
Nbusc22_59,Nbusc23_19,47401,0.0989,0.0185,0.1188
Nbusc22_60,Nbusc23_04,47680,0.1094,0.0138,0.1348
Nbusc22_60,Nbusc23_13,47479,0.1342,0.0118,0.1899
Nbusc22_60,Nbusc23_30,47751,0.1588,0.0096,0.2456
Nbusc22_63,Nbusc23_19,48006,0.1435,0.0090,0.2418
Nbusc22_63,Nbusc23_26,47096,0.1049,0.0147,0.1450
Nbusc22_63,Nbusc23_27,46229,0.1058,0.0154,0.1413
Nbusc22_64,Nbusc23_04,47241,0.1055,0.0190,0.1045
Nbusc22_64,Nbusc23_19,47428,0.1046,0.0178,0.1033
Nbusc22_64,Nbusc23_30,47371,0.1217,0.0234,0.1300
Nbusc22_65,Nbusc23_39,46923,0.1251,0.0215,0.1408
Nbusc22_65,Nbusc23_44,47360,0.1318,0.0168,0.1681
Nbusc23_03,Nbusc23_09,45979,0.1076,0.0049,0.1983
Nbusc23_03,Nbusc23_10,46248,0.1064,0.0046,0.2047
Nbusc23_04,Nbusc23_06,45711,0.1203,0.0044,0.2171
Nbusc23_04,Nbusc23_13,47054,0.1015,0.0206,0.1121
Nbusc23_04,Nbusc23_30,47495,0.1028,0.0206,0.0995
Nbusc23_06,Nbusc23_14,44348,0.0977,0.0207,0.0969
Nbusc23_06,Nbusc23_15,44508,0.1008,0.0195,0.1129
Nbusc23_08,Nbusc23_09,46582,0.1165,0.0057,0.2061
Nbusc23_08,Nbusc23_10,46950,0.1140,0.0050,0.2043
Nbusc23_09,Nbusc23_10,46912,0.1338,0.0109,0.2240
Nbusc23_13,Nbusc23_30,47329,0.1274,0.0164,0.1600
Nbusc23_14,Nbusc23_15,45347,0.1257,0.0097,0.2204
Nbusc23_19,Nbusc23_26,46861,0.1092,0.0052,0.1916
Nbusc23_19,Nbusc23_27,46118,0.1164,0.0051,0.2137
Nbusc23_22,Nbusc23_31,45930,0.0947,0.0195,0.1108
Nbusc23_22,Nbusc23_32,46137,0.1053,0.0159,0.1314
Nbusc23_22,Nbusc23_33,46290,0.1099,0.0048,0.2056
Nbusc23_26,Nbusc23_27,45564,0.1188,0.0134,0.1785
Nbusc23_31,Nbusc23_32,45559,0.1095,0.0146,0.1390
Nbusc23_31,Nbusc23_33,45821,0.1179,0.0120,0.1914
Nbusc23_32,Nbusc23_33,45710,0.1110,0.0156,0.1418
Nbusc23_12,Nbusc23_46,44101,0.1274,0.0113,0.2124
Nbusc23_23,Nbusc23_37,49185,0.0989,0.0204,0.0976
Nbusc23_34,Nbusc23_39,46164,0.1166,0.0051,0.1793
Nbusc23_39,Nbusc23_44,48832,0.1303,0.0051,0.2072
Nbusc23_43,Nbusc23_50,44748,0.1251,0.0027,0.2508
Nbusc23_43,Nbusc23_51,42503,0.1175,0.0043,0.2184
Nbusc23_43,Nbusc23_X,45381,0.0934,0.0210,0.1026
Nbusc23_50,Nbusc23_51,42854,0.0956,0.0152,0.1518
